DE;MUN;DESC TIPOCLASSE;SERIE;GRAU;COD_ESCOLA;ESCOLA;CLASSES;ALUNOS
ITARARE;ITARARE;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;15600;CAETANO CARBONE PROFESSOR;1;1
ITU;CABREUVA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15805;LUCIDIO MOTTA NAVARRO;4;8
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;22767;ABILIO ALVES MARQUES;1;1
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;903371;ORLANDO FRANCA DE CARVALHO PROFESSOR;2;7
JABOTICABAL;JABOTICABAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;23541;JOAQUIM BATISTA DOUTOR;2;7
JABOTICABAL;TAIUVA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;22512;BENEDITO ORTIZ CORONEL;1;1
ITU;SALTO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15751;CLAUDIO RIBEIRO DA SILVA PROF;6;26
ITU;SALTO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;15817;ACYLINO AMARAL GURGEL PROF;2;4
JABOTICABAL;TAQUARAL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;22652;ELISIO DE CASTRO DOUTOR;1;1
JACAREI;ARUJA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;2;3
JABOTICABAL;GUARIBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;23590;JOSE PACIFICO;2;7
JABOTICABAL;GUARIBA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;23590;JOSE PACIFICO;1;1
ITU;ITU;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;35257;SALATHIEL VAZ DE TOLEDO PROF;1;1
JABOTICABAL;TAIUVA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22512;BENEDITO ORTIZ CORONEL;2;4
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;42286;ADHERBAL DE CASTRO PROF;1;1
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45412;ALCINA MORAES SALLES PROFA;1;3
GUARULHOS SUL;GUARULHOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;38374;ALBERTO BACAN PROFESSOR;3;15
GUARULHOS SUL;GUARULHOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;916845;ANNA LAMBERGA ZEGLIO;2;7
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6415;RENE DE OLIVEIRA BARBOSA DR;2;6
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;39457;GERALDO BARBOSA DE ALMEIDA PREFEITO;3;8
ITU;TIETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;16469;PLINIO RODRIGUES DE MORAIS;2;4
JABOTICABAL;MONTE AZUL PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;406004;BAIRRO CRUZEIRO ;2;2
JABOTICABAL;JABOTICABAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;23565;AURELIO ARROBAS MARTINS;1;3
JABOTICABAL;MONTE AZUL PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22697;NENA GIANNASI BUCK PROFESSORA;2;7
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;46401;REPUBLICA DOMINICANA;1;2
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;13687;FRANCISCO GOMES DA SILVA PRADO DR;1;2
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;41907;BENEDITO MANOEL DOS SANTOS;1;1
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;910375;ANA MARIA DE CARVALHO PEREIRA;3;7
ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;61591;JARDIM MONTESANO;1;3
ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;902135;BENEVIDES BERALDO COMENDADOR;1;1
ITARARE;ITABERA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;919858;AGROVILA III;1;1
ITU;ITU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15672;CICERO SIQUEIRA CAMPOS PROF;6;23
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;901465;ANTONIO MARTINS DA SILVA PROF;3;17
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6531;GUILHERMINO MENDES DE ANDRADE MAJOR;1;1
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22731;GUSTAVO FERNANDO KUHLMANN;1;6
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;43552;JOAO DOMINGOS MADEIRA PROFESSOR;1;1
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;6531;GUILHERMINO MENDES DE ANDRADE MAJOR;1;1
JACAREI;SANTA ISABEL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;910387;FERNANDO ALUISO CORREA PROF;1;1
JACAREI;IGARATA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;13959;BENEDITO RAMOS ARANTES CEL;2;5
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;13821;JOAO FELICIANO;2;7
JABOTICABAL;GUATAPARA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;24132;GAVINO VIRDES JORNALISTA;1;1
JABOTICABAL;MONTE ALTO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;23577;LUIZ ZACHARIAS DE LIMA DOUTOR;2;4
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;49232;JOAO VICTOR LAMANNA DR;2;7
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;908022;AMAURY TEIXEIRA VASQUES PROF;2;2
JABOTICABAL;MONTE ALTO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;23577;LUIZ ZACHARIAS DE LIMA DOUTOR;1;1
JABOTICABAL;TAIACU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;22500;ANSELMO BISPO DOS SANTOS;2;4
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44600;OSWALDO SCHIAVON;2;7
JABOTICABAL;BEBEDOURO;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;44600;OSWALDO SCHIAVON;2;2
JACAREI;ARUJA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;1;1
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;901854;CARLOS RICHARD STRAUTMANN PASTOR;2;5
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;925901;HELIA DIVINO DE SOUZA PROFA;1;1
JACAREI;SANTA ISABEL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;910387;FERNANDO ALUISO CORREA PROF;1;3
JABOTICABAL;JABOTICABAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;23735;ROSA MARI DE SOUZA SIMIELLI PROFESSORA;3;14
JABOTICABAL;MONTE ALTO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44623;NELLY BAHDUR CANO PROFESSORA;1;5
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;925901;HELIA DIVINO DE SOUZA PROFA;4;6
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;926024;DARCI LOPES PROFA;3;17
JABOTICABAL;JABOTICABAL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;922511;AURORA FERRAZ VIANNA DOS SANTOS PROFESSORA DONA;4;23
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6403;ESLI GARCIA DINIZ PROF;6;18
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;36146;JOAQUIM SIMAO;2;4
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;901878;MARIA DAS GRACAS SALES DE OLIVEIRA PROFA;3;6
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;920332;BRASILISIA MACHADO LOBO PROFA;3;9
JALES;DIRCE REIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;27170;OSVALDO RAMOS;1;1
JACAREI;ARUJA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6385;WASHINGTON LUIZ PEREIRA DE SOUZA DR;3;7
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;921051;MARIA ISABEL NEVES BASTOS PROFA;1;1
JALES;PONTALINDA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27182;ZELIA DE LOURDES ZACCARELLI LOPES PROFESSORA;1;7
JALES;SAO FRANCISCO;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;27066;OSCAR ANTONIO DA COSTA;1;1
JALES;DIRCE REIS;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;27170;OSVALDO RAMOS;1;1
JALES;JALES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;27224;ARTUR HORSTHUIS DOM;1;2
JALES;JALES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;49700;SUELI DA SILVEIRA MARIN BATISTA PROFESSORA;1;3
JALES;SANTA CLARA D'OESTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28393;ANTONIO BEZERRA DE ARAUJO PREFEITO;1;5
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;13808;POMPILIO MERCADANTE DR;3;6
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;36341;FRANCISCO FELICIANO FERREIRA DA SILVA PROF CHICO FERREIRA;2;9
ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;902135;BENEVIDES BERALDO COMENDADOR;5;13
ITAPECERICA DA SERRA;SAO LOURENCO DA SERRA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;10017;MARIANINHA QUEIROZ PROFESSORA;2;11
JACAREI;ARUJA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;46401;REPUBLICA DOMINICANA;5;12
JACAREI;GUARAREMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;48082;JOSE VEIGA PROF;2;9
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36341;FRANCISCO FELICIANO FERREIRA DA SILVA PROF CHICO FERREIRA;2;4
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;42286;ADHERBAL DE CASTRO PROF;2;5
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;13785;CARLOS PORTO CORONEL;1;1
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DV;10;6531;GUILHERMINO MENDES DE ANDRADE MAJOR;1;1
JALES;APARECIDA D'OESTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28435;CORIPHEU DE AZEVEDO MARQUES;1;3
JALES;JALES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;27145;EUPHLY JALLES DOUTOR;1;4
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45433;MARIA HELENA DENIS FIGUEIREDO PROFA;2;9
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;924295;SILVIO JOSE SECCO PROF;1;1
JALES;JALES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27145;EUPHLY JALLES DOUTOR;2;7
JALES;SUZANAPOLIS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;30582;ERNESTO SCHIMIDT CORONEL;1;3
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DA;7;6531;GUILHERMINO MENDES DE ANDRADE MAJOR;1;1
JALES;JALES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;27261;CARLOS DE ARNALDO SILVA PROFESSOR;1;1
JALES;VITORIA BRASIL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27169;JOSE NOGUEIRA DE SOUZA;1;2
JAU;DOIS CORREGOS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25768;JOSE ALVES MIRA;3;11
ITAPETININGA;ITAPETININGA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;15106;ABILIO FONTES PROF;2;6
ITAPETININGA;ITAPETININGA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;43965;ELISIARIO MARTINS DE MELLO PROF;3;15
JAU;BARRA BONITA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;26062;LAURINDO BATTAIOLA;6;24
JAU;BROTAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;21805;DINAH LUCIA BALESTRERO PROFESSORA;3;12
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;924295;SILVIO JOSE SECCO PROF;3;9
JACAREI;SANTA ISABEL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6543;LAURENTINA LORENA CORREA DA SILVA PROFA;2;6
JACAREI;SANTA ISABEL;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;6567;GABRIELA FREIRE LOBO PROFA;2;5
JALES;ASPASIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;27259;JOSE DOS SANTOS;1;3
JAU;BARIRI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25719;IDALINA VIANNA FERRO PROFESSORA;3;16
JAU;IGARACU DO TIETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;25963;JOSE CONTI;5;25
JALES;SANTA FE DO SUL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28400;ITAEL DE MATTOS PROFESSOR;1;2
JALES;SANTA SALETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27133;FRANCISCO MOLINA MOLINA ESCOLA ESTADUAL;1;4
JAU;JAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25835;DOMINGOS DE MAGALHAES DOUTOR;3;14
JAU;JAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;900023;ALVARO FRAGA MOREIRA;1;5
JALES;URANIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;909993;ELIDE APPARECIDA CARLOS PROFESSORA;1;1
JAU;BARRA BONITA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;42959;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;2;3
JAU;IGARACU DO TIETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25963;JOSE CONTI;6;38
JOSE BONIFACIO;JOSE BONIFACIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27376;JOSE ANTONIO DE MENDONCA;5;27
JAU;JAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25847;LOPES RODRIGUES DOUTOR;2;9
JAU;JAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;909300;JOSE NICOLAU PIRAGINE PROFESSOR;1;3
ITAPETININGA;ITAPETININGA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;43965;ELISIARIO MARTINS DE MELLO PROF;3;8
ITAPEVA;CAPAO BONITO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15222;RAUL VENTURELLI DOUTOR;4;15
JOSE BONIFACIO;JOSE BONIFACIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;906116;ARISTIDES PEREIRA FILHO PROFESSOR;6;31
JOSE BONIFACIO;MENDONCA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27424;NICOTA DE SOUZA DONA;2;4
JALES;JALES;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;27285;JUVENAL GIRALDELLI;1;3
JALES;PALMEIRA D'OESTE;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;28344;ORESTES FERREIRA DE TOLEDO;1;2
JACAREI;GUARAREMA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;6762;ROBERTO FEIJO DOUTOR;2;5
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;39652;LAURA AUGUSTA DE CARVALHO ROSAS PROFA;4;9
ITAQUAQUECETUBA;ITAQUAQUECETUBA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;40502;JOSE BARBOSA DE ARAUJO VEREADOR;1;2
ITARARE;ITARARE;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;15313;HERCULANO PIMENTEL DOUTOR;1;1
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;46814;BENEDICTO MAURO DOS SANTOS PROF;1;3
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;49256;JOAO CRUZ PROF;3;6
JALES;RUBINEIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;28381;RUBENS DE OLIVEIRA CAMARGO ESCOLA ESTADUAL;1;3
JALES;RUBINEIA;CLASSE DA ED. ESPECIAL ITINERANTE;ESPECTRO DO AUTISMO;39;28381;RUBENS DE OLIVEIRA CAMARGO ESCOLA ESTADUAL;1;2
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;127292;AMANCIA DIAS SAMPAIO PROFA ;1;2
JACAREI;JACAREI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;127292;AMANCIA DIAS SAMPAIO PROFA ;2;9
ITARARE;ITARARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;15337;HEITOR GUIMARAES CORTES;2;10
ITARARE;ITARARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45275;ESTHER CARPINELLI RIBAS PROFESSORA;2;5
JALES;SANTA ALBERTINA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27112;CARLOS CELSO LENARDUZZI;2;4
JALES;SANTA SALETE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DF;8;27133;FRANCISCO MOLINA MOLINA ESCOLA ESTADUAL;1;2
JOSE BONIFACIO;JOSE BONIFACIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27315;APARECIDO EUZEBIO TORRES PROFESSOR;3;14
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19434;JOSE SILVA JUNIOR PROFESSOR;3;18
JACAREI;JACAREI;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;924581;JOSE SIMPLICIO PROF;4;9
JALES;AURIFLAMA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;30624;JOAO RODRIGUES FERNANDES;1;2
JALES;SANTA RITA D'OESTE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28289;MARIA DAS DORES FERREIRA DA ROCHA PROFESSORA;1;4
JALES;URANIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27248;AKIO SATORU PROFESSOR;1;5
JAU;JAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25781;GALVAO FREI;6;40
JAU;JAU;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;900023;ALVARO FRAGA MOREIRA;2;8
JALES;JALES;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;906104;ONELIA FAGGIONI MOREIRA PROFESSORA;1;3
JALES;NOVA CANAA PAULISTA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28320;MARIA PILAR ORTEGA GARCIA PROFESSORA;1;2
JALES;TRES FRONTEIRAS;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;28319;JOSE JOAQUIM DOS SANTOS PROFESSOR;1;3
JALES;URANIA;CLASSE DA ED. ESPECIAL ITINERANTE;EDUCAÇÃO ESPECIAL - DM;9;27212;JOSE TEIXEIRA DO AMARAL;1;1
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19744;ADONIRO LADEIRA PROFESSOR;3;18
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19768;PAULO MENDES SILVA;3;10
ITARARE;ITARARE;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;49359;CHRISTIANO MARQUES BONILHA PROFESSOR;1;3
ITU;ITU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;42389;PERY GUARANY BLACKMAN PROF;2;5
JAU;TORRINHA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;21714;LAZARO FRANCO DE MORAES;2;10
JOSE BONIFACIO;TANABI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;28940;FIDELIS PADRE;2;6
JALES;URANIA;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DV;10;27248;AKIO SATORU PROFESSOR;1;2
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19409;CECILIA ROLEMBERG PORTO GUELLI PROFESSORA;4;20
JAU;ITAJU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;25773;ERASTO CASTANHO DE ANDRADE PROFESSOR;3;11
JAU;PEDERNEIRAS;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;47533;JOAO CHAMMAS COMENDADOR;3;15
JAU;JAU;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;44106;BENEDICTO MONTENEGRO PROFESSOR DOUTOR;2;10
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;36006;JOAO BATISTA CURADO PROFESSOR;5;30
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;39974;ALBINO MELO DE OLIVEIRA PROFESSOR;3;19
JUNDIAI;LOUVEIRA;CLASSE DE SALA DE RECURSO;ESPECTRO DO AUTISMO;39;19458;JOAQUIM ANTONIO LADEIRA PROFESSOR;2;4
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;19501;GABRIEL PAULINO BUENO COUTO BISPO DOM;3;16
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;42705;MARIA JOSE MAIA DE TOLEDO PROFA;2;7
JOSE BONIFACIO;JOSE BONIFACIO;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;27340;SEVERINO REINO;1;3
JOSE BONIFACIO;MIRASSOL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DA;7;28472;EDMUR NEVES PROFESSOR;2;3
JOSE BONIFACIO;MIRASSOL;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;911446;IRIA BARBIERI VITA PROFESSORA;2;6
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;45755;MAURILIO TOMANIK PADRE;3;10
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;39962;ADIB MIGUEL HADDAD;6;37
JUNDIAI;JUNDIAI;CLASSE DE SALA DE RECURSO;EDUCAÇÃO ESPECIAL - DM;9;349124;BAIRRO FAZENDA GRANDE;4;26
